city_state	Row Labels	City	County	Latitude	Longitude
"EGNAR, CO"	CO	EGNAR	SAN MIGUEL	38.017815	-108.682518
"ELBERT, CO"	CO	ELBERT	EL PASO	39.161094	-104.509968
"ELDORADO SPRINGS, CO"	CO	ELDORADO SPRINGS	BOULDER	39.925286	-105.293046
"ELIZABETH, CO"	CO	ELIZABETH	ELBERT	39.405588	-104.547635
"EMPIRE, CO"	CO	EMPIRE	CLEAR CREEK	39.76635	-105.776683
"ENGLEWOOD, CO"	CO	ENGLEWOOD	ARAPAHOE	39.63196571	-104.9511614
"ERIE, CO"	CO	ERIE	BOULDER	40.062962	-105.02218
"ESTES PARK, CO"	CO	ESTES PARK	LARIMER	40.3914355	-105.5637965
"EVANS, CO"	CO	EVANS	WELD	40.375981	-104.71512
"EVERGREEN, CO"	CO	EVERGREEN	JEFFERSON	39.641812	-105.361816
"FAIRPLAY, CO"	CO	FAIRPLAY	PARK	39.16267	-105.963302
"FIRESTONE, CO"	CO	FIRESTONE	WELD	40.11373	-104.919116
"FLAGLER, CO"	CO	FLAGLER	KIT CARSON	39.303084	-102.980413
"FLEMING, CO"	CO	FLEMING	LOGAN	40.630954	-102.943002
"FLORENCE, CO"	CO	FLORENCE	FREMONT	38.359932	-105.1436175
"FLORISSANT, CO"	CO	FLORISSANT	TELLER	38.847808	-105.306863
"FORT COLLINS, CO"	CO	FORT COLLINS	LARIMER	40.56853978	-105.0693873
"FORT GARLAND, CO"	CO	FORT GARLAND	COSTILLA	37.474507	-105.339611
"FORT LUPTON, CO"	CO	FORT LUPTON	WELD	40.102302	-104.796118
"FORT LYON, CO"	CO	FORT LYON	BENT	38.1003	-103.1502
"FORT MORGAN, CO"	CO	FORT MORGAN	MORGAN	40.160307	-103.845153
"FOUNTAIN, CO"	CO	FOUNTAIN	EL PASO	38.666296	-104.649856
"FOWLER, CO"	CO	FOWLER	OTERO	37.967352	-104.248444
"FRANKTOWN, CO"	CO	FRANKTOWN	DOUGLAS	39.302333	-104.726076
"FRASER, CO"	CO	FRASER	GRAND	39.923725	-105.820283
"FREDERICK, CO"	CO	FREDERICK	WELD	40.102222	-104.923532
"FRISCO, CO"	CO	FRISCO	SUMMIT	39.492975	-106.170251
"FRUITA, CO"	CO	FRUITA	MESA	39.224721	-108.661382
"GALETON, CO"	CO	GALETON	WELD	40.5149	-104.5814
"GARDNER, CO"	CO	GARDNER	HUERFANO	37.75948	-105.285196
"GATEWAY, CO"	CO	GATEWAY	MESA	38.760866	-108.716516
"GENOA, CO"	CO	GENOA	LINCOLN	39.426128	-103.47894
"GEORGETOWN, CO"	CO	GEORGETOWN	CLEAR CREEK	39.664168	-105.777135
"GILCREST, CO"	CO	GILCREST	WELD	40.284424	-104.779684
"GILL, CO"	CO	GILL	WELD	40.49018	-104.482425
"GLADE PARK, CO"	CO	GLADE PARK	MESA	39.018151	-108.855297
"GLEN HAVEN, CO"	CO	GLEN HAVEN	LARIMER	40.518154	-105.423238
"GLENWOOD SPRINGS, CO"	CO	GLENWOOD SPRINGS	GARFIELD	39.5363395	-107.285575
"GOLDEN, CO"	CO	GOLDEN	JEFFERSON	39.76823775	-105.2768605
"GRANADA, CO"	CO	GRANADA	PROWERS	37.842716	-102.400674
"GRANBY, CO"	CO	GRANBY	GRAND	40.016942	-105.834523
"GRAND JUNCTION, CO"	CO	GRAND JUNCTION	MESA	39.09867686	-108.5559054
"GRAND LAKE, CO"	CO	GRAND LAKE	GRAND	40.32428	-105.901779
"GRANITE, CO"	CO	GRANITE	CHAFFEE	39.08833	-106.279772
"GRANT, CO"	CO	GRANT	PARK	39.384696	-105.629187
"GREELEY, CO"	CO	GREELEY	WELD	40.417699	-104.7165432
"GREEN MOUNTAIN FALLS, CO"	CO	GREEN MOUNTAIN FALLS	EL PASO	38.969939	-104.982687
"GROVER, CO"	CO	GROVER	WELD	40.819824	-104.248511
"GUFFEY, CO"	CO	GUFFEY	PARK	38.867298	-105.649513
"GUNNISON, CO"	CO	GUNNISON	GUNNISON	38.500726	-107.0470713
"GYPSUM, CO"	CO	GYPSUM	EAGLE	39.762456	-107.085708
"HAMILTON, CO"	CO	HAMILTON	MOFFAT	40.337574	-107.625401
"HARTMAN, CO"	CO	HARTMAN	PROWERS	38.122294	-102.219774
"HARTSEL, CO"	CO	HARTSEL	PARK	38.956888	-105.87044
"HASTY, CO"	CO	HASTY	BENT	38.021688	-102.908824
"HASWELL, CO"	CO	HASWELL	KIOWA	38.491791	-103.153433
"HAXTUN, CO"	CO	HAXTUN	PHILLIPS	40.644894	-102.592098
"HAYDEN, CO"	CO	HAYDEN	ROUTT	40.613395	-107.122857
"HENDERSON, CO"	CO	HENDERSON	ADAMS	39.882043	-104.888518
"HEREFORD, CO"	CO	HEREFORD	WELD	40.9765	-104.306
"HESPERUS, CO"	CO	HESPERUS	LA PLATA	37.203162	-108.128878
"HILLROSE, CO"	CO	HILLROSE	MORGAN	40.357268	-103.479748
"HILLSIDE, CO"	CO	HILLSIDE	FREMONT	38.2641	-105.6114
"HOEHNE, CO"	CO	HOEHNE	LAS ANIMAS	37.2814	-104.3807
"HOLLY, CO"	CO	HOLLY	PROWERS	37.963697	-102.265906
"HOLYOKE, CO"	CO	HOLYOKE	PHILLIPS	40.548066	-102.263123
"HOMELAKE, CO"	CO	HOMELAKE	RIO GRANDE	37.5757	-106.0966
"HOOPER, CO"	CO	HOOPER	ALAMOSA	37.707314	-105.855379
"HOT SULPHUR SPRINGS, CO"	CO	HOT SULPHUR SPRINGS	GRAND	40.107266	-106.067372
"HOTCHKISS, CO"	CO	HOTCHKISS	DELTA	38.834258	-107.773468
"HOWARD, CO"	CO	HOWARD	FREMONT	38.479991	-105.816631
"HUDSON, CO"	CO	HUDSON	WELD	40.051088	-104.5877
"HUGO, CO"	CO	HUGO	LINCOLN	38.99639	-103.505981
"HYGIENE, CO"	CO	HYGIENE	BOULDER	40.1886	-105.1804
"IDAHO SPRINGS, CO"	CO	IDAHO SPRINGS	CLEAR CREEK	39.708406	-105.681674
"IDALIA, CO"	CO	IDALIA	YUMA	39.704624	-102.256224
"IDLEDALE, CO"	CO	IDLEDALE	JEFFERSON	39.6661	-105.2437
"IGNACIO, CO"	CO	IGNACIO	LA PLATA	37.107386	-107.631608
"ILIFF, CO"	CO	ILIFF	LOGAN	40.7882	-103.027547
"INDIAN HILLS, CO"	CO	INDIAN HILLS	JEFFERSON	39.62558	-105.24968
"JAMESTOWN, CO"	CO	JAMESTOWN	BOULDER	40.079144	-105.430196
"JAROSO, CO"	CO	JAROSO	COSTILLA	37.0026	-105.6236
"JEFFERSON, CO"	CO	JEFFERSON	PARK	39.353458	-105.770322
"JOES, CO"	CO	JOES	YUMA	39.699374	-102.679808
"JOHNSTOWN, CO"	CO	JOHNSTOWN	WELD	40.33434	-104.933721
"JULESBURG, CO"	CO	JULESBURG	SEDGWICK	40.87562	-102.198169
"KARVAL, CO"	CO	KARVAL	LINCOLN	38.741198	-103.437087
"KEENESBURG, CO"	CO	KEENESBURG	WELD	40.096828	-104.466102
"KERSEY, CO"	CO	KERSEY	WELD	40.344072	-104.374298
"KIM, CO"	CO	KIM	LAS ANIMAS	37.32176	-103.403942
"KIOWA, CO"	CO	KIOWA	ELBERT	39.386352	-104.414948
"KIRK, CO"	CO	KIRK	YUMA	39.666854	-102.493752
"KIT CARSON, CO"	CO	KIT CARSON	CHEYENNE	38.827418	-102.824056
"KITTREDGE, CO"	CO	KITTREDGE	JEFFERSON	39.64914	-105.299147
"KREMMLING, CO"	CO	KREMMLING	GRAND	40.184952	-106.443272
"LA JARA, CO"	CO	LA JARA	CONEJOS	37.283964	-106.059254
"LA JUNTA, CO"	CO	LA JUNTA	OTERO	37.954192	-103.529407
"LA SALLE, CO"	CO	LA SALLE	WELD	40.27572	-104.64956
"LA VETA, CO"	CO	LA VETA	HUERFANO	37.501734	-105.082298
"LAFAYETTE, CO"	CO	LAFAYETTE	BOULDER	40.022629	-105.105358
"LAKE CITY, CO"	CO	LAKE CITY	HINSDALE	37.784971	-107.295986
"LAKE GEORGE, CO"	CO	LAKE GEORGE	PARK	39.103629	-105.514352
"LAMAR, CO"	CO	LAMAR	PROWERS	37.955678	-102.579742
"LAPORTE, CO"	CO	LAPORTE	LARIMER	40.70766	-105.201294
"LARKSPUR, CO"	CO	LARKSPUR	DOUGLAS	39.219606	-104.863057
"LAS ANIMAS, CO"	CO	LAS ANIMAS	BENT	37.897424	-103.072539
"LAZEAR, CO"	CO	LAZEAR	DELTA	38.7801	-107.7812
"LEADVILLE, CO"	CO	LEADVILLE	LAKE	39.242776	-106.320066
"LEWIS, CO"	CO	LEWIS	MONTEZUMA	37.510641	-108.635417
"LIMON, CO"	CO	LIMON	LINCOLN	39.261069	-103.698982
"LINDON, CO"	CO	LINDON	WASHINGTON	39.73994	-103.377968
"LITTLETON, CO"	CO	LITTLETON	JEFFERSON	39.577548	-105.090313
"LIVERMORE, CO"	CO	LIVERMORE	LARIMER	40.836264	-105.429234
"LOG LANE VILLAGE, CO"	CO	LOG LANE VILLAGE	MORGAN	40.270927	-103.824985
"LOMA, CO"	CO	LOMA	MESA	39.262282	-108.798194
"LONE TREE, CO"	CO	LONE TREE	DOUGLAS	39.516974	-104.935784
"LONGMONT, CO"	CO	LONGMONT	BOULDER	40.17197933	-105.1333733
"LOUISVILLE, CO"	CO	LOUISVILLE	BOULDER	39.957005	-105.157764
"LOUVIERS, CO"	CO	LOUVIERS	DOUGLAS	39.4759	-105.0076
"LOVELAND, CO"	CO	LOVELAND	LARIMER	40.422661	-105.125556
"LUCERNE, CO"	CO	LUCERNE	WELD	40.4819	-104.6995
"LYONS, CO"	CO	LYONS	BOULDER	40.24795	-105.457266
"MACK, CO"	CO	MACK	MESA	39.241131	-108.925854
"MANASSA, CO"	CO	MANASSA	CONEJOS	37.095697	-105.842045
"MANCOS, CO"	CO	MANCOS	MONTEZUMA	37.342704	-108.282306
"MANITOU SPRINGS, CO"	CO	MANITOU SPRINGS	EL PASO	38.829886	-104.936654
"MANZANOLA, CO"	CO	MANZANOLA	OTERO	38.018324	-103.890698
"MARVEL, CO"	CO	MARVEL	LA PLATA	37.1127	-108.1263
"MASONVILLE, CO"	CO	MASONVILLE	LARIMER	40.4875	-105.2106
"MATHESON, CO"	CO	MATHESON	ELBERT	39.091126	-103.871552
"MAYBELL, CO"	CO	MAYBELL	MOFFAT	40.65414	-108.454552
"MC CLAVE, CO"	CO	MC CLAVE	BENT	38.176935	-102.915006
"MC COY, CO"	CO	MC COY	EAGLE	39.883048	-106.786808
"MEAD, CO"	CO	MEAD	WELD	40.234415	-105.009634
"MEEKER, CO"	CO	MEEKER	RIO BLANCO	40.019555	-107.649187
"MEREDITH, CO"	CO	MEREDITH	PITKIN	39.308676	-106.582453
"MERINO, CO"	CO	MERINO	LOGAN	40.632389	-103.423275
"MESA, CO"	CO	MESA	MESA	39.043998	-108.091795
"MESA VERDE NATIONAL PARK, CO"	CO	MESA VERDE NATIONAL PARK	MONTEZUMA	37.253315	-108.447476
"MILLIKEN, CO"	CO	MILLIKEN	WELD	40.33233	-104.834048
"MINTURN, CO"	CO	MINTURN	EAGLE	39.47407	-106.465515
"MODEL, CO"	CO	MODEL	LAS ANIMAS	37.551756	-104.1143
"MOFFAT, CO"	CO	MOFFAT	SAGUACHE	38.022426	-105.77819
"MOLINA, CO"	CO	MOLINA	MESA	39.109834	-107.992663
"MONARCH, CO"	CO	MONARCH	CHAFFEE	38.5406	-106.3137
"MONTE VISTA, CO"	CO	MONTE VISTA	RIO GRANDE	37.54908	-106.157895
"MONTROSE, CO"	CO	MONTROSE	MONTROSE	38.427662	-107.8955333
"MONUMENT, CO"	CO	MONUMENT	EL PASO	39.090318	-104.845212
"MORRISON, CO"	CO	MORRISON	JEFFERSON	39.60274	-105.207973
"MOSCA, CO"	CO	MOSCA	ALAMOSA	37.634914	-105.727676
"NATHROP, CO"	CO	NATHROP	CHAFFEE	38.683361	-106.226682
"NATURITA, CO"	CO	NATURITA	MONTROSE	38.326504	-108.701141
"NEDERLAND, CO"	CO	NEDERLAND	BOULDER	39.977853	-105.51705
"NEW CASTLE, CO"	CO	NEW CASTLE	GARFIELD	39.597554	-107.533594
"NEW RAYMER, CO"	CO	NEW RAYMER	WELD	40.762004	-103.848884
"NIWOT, CO"	CO	NIWOT	BOULDER	40.1039	-105.1704
"NORWOOD, CO"	CO	NORWOOD	SAN MIGUEL	37.986985	-108.340149
"NUCLA, CO"	CO	NUCLA	MONTROSE	38.350874	-108.452243
"NUNN, CO"	CO	NUNN	WELD	40.827827	-104.758836
"OAK CREEK, CO"	CO	OAK CREEK	ROUTT	40.232808	-106.866278
"OHIO CITY, CO"	CO	OHIO CITY	GUNNISON	38.5667	-106.6123
"OLATHE, CO"	CO	OLATHE	MONTROSE	38.493166	-108.246272
"OLNEY SPRINGS, CO"	CO	OLNEY SPRINGS	CROWLEY	38.323862	-103.946065
"OPHIR, CO"	CO	OPHIR	SAN MIGUEL	37.8505	-107.893682
"ORCHARD, CO"	CO	ORCHARD	MORGAN	40.378142	-104.147138
"ORDWAY, CO"	CO	ORDWAY	CROWLEY	38.2986205	-103.819726
"OTIS, CO"	CO	OTIS	WASHINGTON	40.235719	-102.941094
"OURAY, CO"	CO	OURAY	OURAY	37.967754	-107.67406
"OVID, CO"	CO	OVID	SEDGWICK	40.875766	-102.376146
"PADRONI, CO"	CO	PADRONI	LOGAN	40.873809	-103.371664
"PAGOSA SPRINGS, CO"	CO	PAGOSA SPRINGS	ARCHULETA	37.2514235	-106.9820235
"PALISADE, CO"	CO	PALISADE	MESA	39.09475	-108.357692
"PALMER LAKE, CO"	CO	PALMER LAKE	EL PASO	39.114202	-104.898482
"PAOLI, CO"	CO	PAOLI	PHILLIPS	40.6137	-102.4725
"PAONIA, CO"	CO	PAONIA	DELTA	38.998914	-107.62177
"PARACHUTE, CO"	CO	PARACHUTE	GARFIELD	39.530682	-108.09494
"PARADOX, CO"	CO	PARADOX	MONTROSE	38.3685	-108.9617
"PARKER, CO"	CO	PARKER	DOUGLAS	39.4952905	-104.722974
"PARLIN, CO"	CO	PARLIN	GUNNISON	38.543002	-106.620176
"PARSHALL, CO"	CO	PARSHALL	GRAND	40.014064	-106.099442
"PEETZ, CO"	CO	PEETZ	LOGAN	40.917981	-103.191579
"PENROSE, CO"	CO	PENROSE	FREMONT	38.455496	-105.074314
"PEYTON, CO"	CO	PEYTON	EL PASO	39.00237	-104.524972
"PHIPPSBURG, CO"	CO	PHIPPSBURG	ROUTT	40.213908	-106.93658
"PIERCE, CO"	CO	PIERCE	WELD	40.645947	-104.749351
"PINE, CO"	CO	PINE	JEFFERSON	39.440062	-105.35765
"PINECLIFFE, CO"	CO	PINECLIFFE	BOULDER	39.928	-105.408
"PITKIN, CO"	CO	PITKIN	GUNNISON	38.609236	-106.524665
"PLACERVILLE, CO"	CO	PLACERVILLE	SAN MIGUEL	37.964764	-108.041238
"PLATTEVILLE, CO"	CO	PLATTEVILLE	WELD	40.248687	-104.819188
"PLEASANT VIEW, CO"	CO	PLEASANT VIEW	MONTEZUMA	37.480715	-108.81142
"PONCHA SPRINGS, CO"	CO	PONCHA SPRINGS	CHAFFEE	38.5129	-106.0764
"POWDERHORN, CO"	CO	POWDERHORN	GUNNISON	38.323432	-107.134995
"PRITCHETT, CO"	CO	PRITCHETT	BACA	37.311608	-103.032626
"PUEBLO, CO"	CO	PUEBLO	PUEBLO	38.26600708	-104.6442953
"RAMAH, CO"	CO	RAMAH	EL PASO	39.135838	-103.974931
"RAND, CO"	CO	RAND	JACKSON	40.455146	-106.200629
"RANGELY, CO"	CO	RANGELY	RIO BLANCO	39.936298	-108.634176
"RED CLIFF, CO"	CO	RED CLIFF	EAGLE	39.4556	-106.288877
"RED FEATHER LAKES, CO"	CO	RED FEATHER LAKES	LARIMER	40.799169	-105.818592
"REDVALE, CO"	CO	REDVALE	MONTROSE	38.238028	-108.24291
"RICO, CO"	CO	RICO	DOLORES	37.747867	-108.052732
"RIDGWAY, CO"	CO	RIDGWAY	OURAY	38.104934	-107.835108
"RIFLE, CO"	CO	RIFLE	GARFIELD	39.711374	-108.116372
"ROCKVALE, CO"	CO	ROCKVALE	FREMONT	38.314069	-105.220104
"ROCKY FORD, CO"	CO	ROCKY FORD	OTERO	37.969286	-103.710354
"ROGGEN, CO"	CO	ROGGEN	WELD	40.162541	-104.282395
"ROLLINSVILLE, CO"	CO	ROLLINSVILLE	GILPIN	39.889847	-105.577762
"ROMEO, CO"	CO	ROMEO	CONEJOS	37.167096	-105.991902
"RUSH, CO"	CO	RUSH	EL PASO	38.753311	-103.931596
"RYE, CO"	CO	RYE	PUEBLO	37.943962	-104.88552
"SAGUACHE, CO"	CO	SAGUACHE	SAGUACHE	38.132603	-106.450324
"SALIDA, CO"	CO	SALIDA	CHAFFEE	38.557821	-106.039252
"SAN LUIS, CO"	CO	SAN LUIS	COSTILLA	37.098644	-105.580418
"SANFORD, CO"	CO	SANFORD	CONEJOS	37.217798	-105.752694
"SARGENTS, CO"	CO	SARGENTS	SAGUACHE	38.430735	-106.498814
"SEDALIA, CO"	CO	SEDALIA	DOUGLAS	39.265804	-105.151716
"SEDGWICK, CO"	CO	SEDGWICK	SEDGWICK	40.87586	-102.54619
"SEIBERT, CO"	CO	SEIBERT	KIT CARSON	39.316114	-102.884822
"SEVERANCE, CO"	CO	SEVERANCE	WELD	40.5264	-104.8516
"SHAWNEE, CO"	CO	SHAWNEE	PARK	39.4213	-105.5537
"SHERIDAN LAKE, CO"	CO	SHERIDAN LAKE	KIOWA	38.44145	-102.315565
"SILT, CO"	CO	SILT	GARFIELD	39.497364	-107.691897
"SILVER PLUME, CO"	CO	SILVER PLUME	CLEAR CREEK	39.695896	-105.744637
"SILVERTHORNE, CO"	CO	SILVERTHORNE	SUMMIT	39.781797	-106.169898
"SILVERTON, CO"	CO	SILVERTON	SAN JUAN	37.802096	-107.716603
"SIMLA, CO"	CO	SIMLA	ELBERT	39.12911	-104.077968
"SLATER, CO"	CO	SLATER	MOFFAT	40.886099	-107.547114
"SNOWMASS, CO"	CO	SNOWMASS	PITKIN	39.213455	-107.015262
"SNOWMASS VILLAGE, CO"	CO	SNOWMASS VILLAGE	PITKIN	39.221693	-106.947346
"SNYDER, CO"	CO	SNYDER	MORGAN	40.406866	-103.589821
"SOMERSET, CO"	CO	SOMERSET	GUNNISON	38.967231	-107.305236
"SOUTH FORK, CO"	CO	SOUTH FORK	RIO GRANDE	37.65407	-106.602567
"SPRINGFIELD, CO"	CO	SPRINGFIELD	BACA	37.396589	-102.696712
"STEAMBOAT SPRINGS, CO"	CO	STEAMBOAT SPRINGS	ROUTT	40.47456667	-106.8552013
"STERLING, CO"	CO	STERLING	LOGAN	40.663828	-103.26208
"STONEHAM, CO"	CO	STONEHAM	WELD	40.761884	-103.663092
"STRASBURG, CO"	CO	STRASBURG	ADAMS	39.782465	-104.273746
"STRATTON, CO"	CO	STRATTON	KIT CARSON	39.30526	-102.555575
"SUGAR CITY, CO"	CO	SUGAR CITY	CROWLEY	38.382402	-103.597264
"SWINK, CO"	CO	SWINK	OTERO	38.015124	-103.631103
"TABERNASH, CO"	CO	TABERNASH	GRAND	39.979138	-105.849158
"TELLURIDE, CO"	CO	TELLURIDE	SAN MIGUEL	37.93986	-107.861723
"THORNTON, CO"	CO	THORNTON	ADAMS	39.928444	-104.955839
"TIMNATH, CO"	CO	TIMNATH	LARIMER	40.530161	-104.967948
"TOPONAS, CO"	CO	TOPONAS	ROUTT	40.073192	-106.832256
"TOWAOC, CO"	CO	TOWAOC	MONTEZUMA	37.166574	-108.66807
"TRINCHERA, CO"	CO	TRINCHERA	LAS ANIMAS	37.122108	-104.156364
"TRINIDAD, CO"	CO	TRINIDAD	LAS ANIMAS	37.205746	-104.455534
"TWIN LAKES, CO"	CO	TWIN LAKES	LAKE	39.163587	-106.43361
"TWO BUTTES, CO"	CO	TWO BUTTES	BACA	37.524852	-102.395635
"U S A F ACADEMY, CO"	CO	U S A F ACADEMY	EL PASO	39.001132	-104.86228
"VAIL, CO"	CO	VAIL	EAGLE	39.5846705	-106.529994
"VERNON, CO"	CO	VERNON	YUMA	39.87424	-102.350408
"VICTOR, CO"	CO	VICTOR	TELLER	38.704407	-105.08969
"VILAS, CO"	CO	VILAS	BACA	37.339216	-102.431827
"VILLA GROVE, CO"	CO	VILLA GROVE	SAGUACHE	38.30687	-106.051417
"VONA, CO"	CO	VONA	KIT CARSON	39.303822	-102.730406
"WALDEN, CO"	CO	WALDEN	JACKSON	40.663052	-106.362486
"WALSENBURG, CO"	CO	WALSENBURG	HUERFANO	37.67624	-104.752024
"WALSH, CO"	CO	WALSH	BACA	37.318738	-102.31835
"WARD, CO"	CO	WARD	BOULDER	40.094276	-105.494736
"WATKINS, CO"	CO	WATKINS	ADAMS	39.724673	-104.602709
"WELDONA, CO"	CO	WELDONA	MORGAN	40.399176	-103.982074
"WELLINGTON, CO"	CO	WELLINGTON	LARIMER	40.833073	-105.066843
"WESTCLIFFE, CO"	CO	WESTCLIFFE	CUSTER	38.08261	-105.484812
"WESTMINSTER, CO"	CO	WESTMINSTER	ADAMS	39.84170325	-105.0359193
"WESTON, CO"	CO	WESTON	LAS ANIMAS	37.170627	-104.88868
"WETMORE, CO"	CO	WETMORE	CUSTER	38.08463	-105.215465
"WHEAT RIDGE, CO"	CO	WHEAT RIDGE	JEFFERSON	39.7705975	-105.0930655
"WHITEWATER, CO"	CO	WHITEWATER	MESA	38.912115	-108.504455
"WIGGINS, CO"	CO	WIGGINS	MORGAN	40.152884	-104.094698
"WILD HORSE, CO"	CO	WILD HORSE	CHEYENNE	38.901151	-103.015441
"WILEY, CO"	CO	WILEY	PROWERS	38.190416	-102.741452
"WINDSOR, CO"	CO	WINDSOR	WELD	40.4754105	-104.9034945
"WINTER PARK, CO"	CO	WINTER PARK	GRAND	39.88297	-105.760545
"WOLCOTT, CO"	CO	WOLCOTT	EAGLE	39.742732	-106.586571
"WOODLAND PARK, CO"	CO	WOODLAND PARK	TELLER	39.0445555	-105.145906
"WOODROW, CO"	CO	WOODROW	WASHINGTON	39.819866	-103.578985
"WOODY CREEK, CO"	CO	WOODY CREEK	PITKIN	39.301626	-106.822576
"WRAY, CO"	CO	WRAY	YUMA	40.057715	-102.28018
"YAMPA, CO"	CO	YAMPA	ROUTT	40.120986	-106.919314
"YELLOW JACKET, CO"	CO	YELLOW JACKET	MONTEZUMA	37.489071	-108.793006
"YODER, CO"	CO	YODER	EL PASO	38.738616	-104.219804
"YUMA, CO"	CO	YUMA	YUMA	40.06068	-102.642845
"ABINGTON, CT"	CT	ABINGTON	WINDHAM	41.8608	-72.0072
"AMSTON, CT"	CT	AMSTON	TOLLAND	41.628816	-72.373095
"ANDOVER, CT"	CT	ANDOVER	TOLLAND	41.731918	-72.373882
"ANSONIA, CT"	CT	ANSONIA	NEW HAVEN	41.343456	-73.070286
"ASHFORD, CT"	CT	ASHFORD	WINDHAM	41.895504	-72.158731
"AVON, CT"	CT	AVON	HARTFORD	41.79163	-72.854526
"BALLOUVILLE, CT"	CT	BALLOUVILLE	WINDHAM	41.8767	-71.8618
"BALTIC, CT"	CT	BALTIC	NEW LONDON	41.642835	-72.075404
"BANTAM, CT"	CT	BANTAM	LITCHFIELD	41.722714	-73.257592
"BARKHAMSTED, CT"	CT	BARKHAMSTED	LITCHFIELD	41.926558	-72.970956
"BEACON FALLS, CT"	CT	BEACON FALLS	NEW HAVEN	41.436511	-73.05881
"BERLIN, CT"	CT	BERLIN	HARTFORD	41.603421	-72.776083
"BETHANY, CT"	CT	BETHANY	NEW HAVEN	41.426601	-72.994356
"BETHEL, CT"	CT	BETHEL	FAIRFIELD	41.38183	-73.392979
"BETHLEHEM, CT"	CT	BETHLEHEM	LITCHFIELD	41.637391	-73.209538
"BLOOMFIELD, CT"	CT	BLOOMFIELD	HARTFORD	41.852981	-72.736005
"BOLTON, CT"	CT	BOLTON	TOLLAND	41.766414	-72.438889
"BOTSFORD, CT"	CT	BOTSFORD	FAIRFIELD	41.3667	-73.2577
"BOZRAH, CT"	CT	BOZRAH	NEW LONDON	41.547243	-72.17754
"BRANFORD, CT"	CT	BRANFORD	NEW HAVEN	41.283154	-72.796443
"BRIDGEPORT, CT"	CT	BRIDGEPORT	FAIRFIELD	41.18077773	-73.19049527
"BRIDGEWATER, CT"	CT	BRIDGEWATER	LITCHFIELD	41.51671	-73.35779
"BRISTOL, CT"	CT	BRISTOL	HARTFORD	41.676384	-72.944945
"BROAD BROOK, CT"	CT	BROAD BROOK	HARTFORD	41.907656	-72.551654
"BROOKFIELD, CT"	CT	BROOKFIELD	FAIRFIELD	41.467638	-73.387889
"BROOKLYN, CT"	CT	BROOKLYN	WINDHAM	41.7855	-71.95449
"BURLINGTON, CT"	CT	BURLINGTON	HARTFORD	41.761312	-72.95722
"CANAAN, CT"	CT	CANAAN	LITCHFIELD	42.024547	-73.296278
"CANTERBURY, CT"	CT	CANTERBURY	WINDHAM	41.697506	-71.988436
"CANTON, CT"	CT	CANTON	HARTFORD	41.86312	-72.913404
"CANTON CENTER, CT"	CT	CANTON CENTER	HARTFORD	41.874296	-72.899338
"CENTERBROOK, CT"	CT	CENTERBROOK	MIDDLESEX	41.348925	-72.413232
"CENTRAL VILLAGE, CT"	CT	CENTRAL VILLAGE	WINDHAM	41.7322	-71.9057
"CHAPLIN, CT"	CT	CHAPLIN	WINDHAM	41.789356	-72.127949
"CHESHIRE, CT"	CT	CHESHIRE	NEW HAVEN	41.501225	-72.90348067
"CHESTER, CT"	CT	CHESTER	MIDDLESEX	41.404863	-72.481793
"CLINTON, CT"	CT	CLINTON	MIDDLESEX	41.298722	-72.535996
"COBALT, CT"	CT	COBALT	MIDDLESEX	41.5636	-72.5568
"COLCHESTER, CT"	CT	COLCHESTER	NEW LONDON	41.546794	-72.342931
"COLEBROOK, CT"	CT	COLEBROOK	LITCHFIELD	42.01505	-73.105694
"COLLINSVILLE, CT"	CT	COLLINSVILLE	HARTFORD	41.815832	-72.941774
"COLUMBIA, CT"	CT	COLUMBIA	TOLLAND	41.690983	-72.297783
"CORNWALL, CT"	CT	CORNWALL	LITCHFIELD	41.8439	-73.3294
"CORNWALL BRIDGE, CT"	CT	CORNWALL BRIDGE	LITCHFIELD	41.787124	-73.35746
"COS COB, CT"	CT	COS COB	FAIRFIELD	41.059566	-73.590086
"COVENTRY, CT"	CT	COVENTRY	TOLLAND	41.777064	-72.335271
"CROMWELL, CT"	CT	CROMWELL	MIDDLESEX	41.606133	-72.666812
"DANBURY, CT"	CT	DANBURY	FAIRFIELD	41.39695467	-73.46148417
"DANIELSON, CT"	CT	DANIELSON	WINDHAM	41.784786	-71.85461
"DARIEN, CT"	CT	DARIEN	FAIRFIELD	41.075974	-73.481568
"DAYVILLE, CT"	CT	DAYVILLE	WINDHAM	41.853273	-71.864336
"DEEP RIVER, CT"	CT	DEEP RIVER	MIDDLESEX	41.368053	-72.45324
"DERBY, CT"	CT	DERBY	NEW HAVEN	41.326886	-73.081896
"DURHAM, CT"	CT	DURHAM	MIDDLESEX	41.461754	-72.677525
"EAST BERLIN, CT"	CT	EAST BERLIN	HARTFORD	41.615878	-72.720382
"EAST CANAAN, CT"	CT	EAST CANAAN	LITCHFIELD	42.012216	-73.285
"EAST GLASTONBURY, CT"	CT	EAST GLASTONBURY	HARTFORD	41.6972	-72.5347
"EAST GRANBY, CT"	CT	EAST GRANBY	HARTFORD	41.939313	-72.736118
"EAST HADDAM, CT"	CT	EAST HADDAM	MIDDLESEX	41.475914	-72.391838
"EAST HAMPTON, CT"	CT	EAST HAMPTON	MIDDLESEX	41.553973	-72.496736
